"N° ordine
(ex ID
Sepack)"	ID Sepack	Data Evasione	Richiedente	Nome pacchetto carta	"Descrizione campione
(Ex Identificazione del campione)
"	Codice analisi	"valore
(ex Nota parametro/analisi richiesta)"	"NotaParam
(Ex Nota generale sul campione)"
25-000582	25LD01383	2025-06-30	SER SPA		"cera siglata ""CERA SER SP/5 (codice CDP265) con n° di lotto 116109"" - arrivo del 24/06/2025"	1706		
25-000583	25LD01387	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	1601UE	10gg 40°C	
25-000583	25LD01387	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	1602UE	10gg 40°C	
25-000583	25LD01387	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	1604UE	10gg 40°C	
25-000583	25LD01387	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	6015B	10gg 60°C	
25-000583	25LD01388	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	1123SQ		
25-000583	25LD01388	2025-07-15	SIT S.P.A.		1050002_10 - P20088BS0809 – VARNISH + OPP WHITE 40 +  PP 40	1124SQ		
25-000584	25LD01389	2025-07-22	PREPACK SRL		FILM STAMPATO PET/ALL/PE - LOTTO 1521/25	1123SQLIISO	2 gg 20°C	"ex campione 25LD01171_x000D_
"
25-000584	25LD01390	2025-07-22	PREPACK SRL		FILM STAMPATO PPCOEX MATTATO/PET MET/PE - LOTTO 1186/25	1123SQLIISO	2 gg 20°C	ex campione 25LD01173
25-000585	25LD01391	2025-07-17	POPLAST S.R.L. SOCIO UNICO		18-CISTERNA Etossipropanolo - SOLVENOL EP) BRUSSA 13/05/25 ddt 1071 n. lotto 13/05/2025	1124SQ		
25-000585	25LD01392	2025-07-17	POPLAST S.R.L. SOCIO UNICO		19 - LIQUIDO PULIZIA TAMBURO FLEXO - GEMISCH DBE - DC CHEMIE -  lotto 19/06/2025	1124SQ		
25-000586	25LD01394	2025-08-01	CROCCO S.P.A.		Approfondimento Regolamento (UE) 351/2025 per materiali e oggetti destinati al contatto con gli alimenti per matrice plastica per la produzione in Europa_CROCCO S.P.A.	0004_EXT		
25-000586	25LD01395	2025-07-28	CROCCO S.P.A.		Inquadramento legislativo per importatore di bobine in plastica destinate al contatto con alimenti secondo il Regolamento (UE) 988/2023 relativi	0004_EXT		
25-000587	25LD01396	2025-07-28	FUSTELGRAF SPA		RENO 962 – VINCI AVANA - Sun Chemical bm Sunpack fsp - Ecopace - Sun Chemical Suncoat 1225 Zigrino 32010/3.	1661CNT_FTOH		ex campione 25LD01132
25-000587	25LD01396	2025-07-28	FUSTELGRAF SPA		RENO 962 – VINCI AVANA - Sun Chemical bm Sunpack fsp - Ecopace - Sun Chemical Suncoat 1225 Zigrino 32010/3.	1661CNT_PFAS		ex campione 25LD01132
25-000587	25LD01396	2025-07-28	FUSTELGRAF SPA		RENO 962 – VINCI AVANA - Sun Chemical bm Sunpack fsp - Ecopace - Sun Chemical Suncoat 1225 Zigrino 32010/3.	6127		ex campione 25LD01132
25-000587	25LD01397	2025-07-22	FUSTELGRAF SPA		RENO 962 – VINCI AVANA - Sun Chemical bm Sunpack fsp - Ecopace - Sun Chemical Suncoat 1225 Zigrino 32010/3.	1125		ex campione 25LD01133
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1601UE	10gg 40°C	
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1602UE	10gg 40°C	
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1604UE	10gg 40°C	
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1501B	10gg 60°C	
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1502B	10gg 60°C	
25-000588	25LD01398	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	6015B	10gg 60°C	
25-000588	25LD01399	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1123SQ		
25-000588	25LD01399	2025-07-23	SIT S.P.A.		6028494010 - V30888US0700 - COEX MAT 20 + COEX WHITE MET 35 + COEX 15	1124SQ		
25-000589	25LD01400	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P7	0007_INT		
25-000589	25LD01400	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P7	1124SQ	condizionamento 200°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000589	25LD01401	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P8	0007_INT		
25-000589	25LD01401	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P8	1124SQ	condizionamento 200°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000589	25LD01402	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P5	0007_INT		
25-000589	25LD01402	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P5	1124SQ	condizionamento 200°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000589	25LD01403	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P9	0007_INT		
25-000589	25LD01403	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P9	1124SQ	condizionamento 200°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000590	25LD01404	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P5	0007_INT		
25-000590	25LD01404	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P5	1124SQ	condizionamento 150°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000590	25LD01405	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P7	0007_INT		
25-000590	25LD01405	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P7	1124SQ	condizionamento 150°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000590	25LD01406	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P8	0007_INT		
25-000590	25LD01406	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P8	1124SQ	condizionamento 150°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000590	25LD01407	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P9	0007_INT		
25-000590	25LD01407	2025-07-18	KÖR INNOVATIONS GERMANY GMBH		P9	1124SQ	condizionamento 150°C	focus per sostanze Acetaldeide/2-butenale, 2-Methyl-1,3-dioxolane, 1,4-dioxane
25-000591	25LD01408	2025-07-24	ECOL STUDIO SPA		25LD04068	1127SQ		Campioni di Kor
25-000591	25LD01409	2025-07-24	ECOL STUDIO SPA		25LD04070	1127SQ		campioni di Kor
25-000592	25LD01410	2025-07-25	ECOL STUDIO SPA		25LD04123	1127SQ		
25-000593	25LD01411	2025-07-23	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	1601UE	10gg 40°C	
25-000593	25LD01411	2025-07-23	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	1602UE	10gg 40°C	
25-000593	25LD01411	2025-07-23	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	1604UE	10gg 40°C	
25-000593	25LD01411	2025-07-23	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	6015B	10gg 60°C	
25-000593	25LD01412	2025-07-18	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	1123SQ		
25-000593	25LD01412	2025-07-18	SIT S.P.A.		1047697_10 - P20088TV0801 - VARNISH + COEX 40 + PP CAST 40	1124SQ		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649A_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649B		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649C_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649D_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649E_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649F_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649G_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649H_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649I_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649L		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649M_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1649N_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1005		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA	Carta@ITA@AllSub@SECCHI	OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1655		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1540ITA_EXT		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1541		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1661CNT_FTOH		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1661CNT_PFAS		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	6127		
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1701CART		
25-000594	25LD01416	2025-07-24	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1123SQ		
25-000594	25LD01416	2025-07-24	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1124SQ		
25-000594	25LD01416	2025-07-24	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	1125	10gg 40°C	
25-000594	25LD01415	2025-07-28	FUSTELGRAF SPA		OVARO 786 - sun chemical bm sunpack fsp - Ecopace - sun chemical suncoat 1225 ZIGRINO 32010/3	0003		
25-000595	25LD01417	2025-07-28	ARTI GRAFICHE REGGIANE & LAI S.P.A.		VASCHETTE ACCOPPIATE PASTE SECCHE - TEC_KKTL_25-75B	1502DEF	ammine in accordo alla BfR estratto acquoso a freddo EN 645	ex campione 25LD00921
25-000596	25LD01419	2025-06-27	LITOGRAFIA VISCARDI SNC		25LD00101- Fustellato da materiale ACCURATE+PET nero di Commer nuovi inchiostri e vernici Sun Chemical	1994_fatturazione	n. preventivo pack co 25P000029 - Rev. 0	
25-000597	25LD01420	2025-06-27	2C SRL		25LD00233-Sacchetti carta con finestra in polimeri compostabili; Carta (40 g Lucchese) + Finestra in Bioplastica (70% Inzea F38 e 30% Inzea FH05) + colle (TECHNOMELT EM 360 e AQUENCE BG 6728	1994_fatturazione		
25-000597	25LD01421	2025-06-27	2C SRL		: 25LD00233-Sacchetti carta con finestra in polimeri compostabili; Carta (40 g Lucchese) + Finestra in Bioplastica (70% Inzea F38 e 30% Inzea FH05) + colle (TECHNOMELT EM 360 e AQUENCE BG 6728	1994_fatturazione		
25-000597	25LD01422	2025-06-27	2C SRL		25LD00234-Finestra in Bioplastica (70% Inzea F38 e 30% Inzea FH05)	1994_fatturazione		
25-000597	25LD01423	2025-06-27	2C SRL		25LD00234-Finestra in Bioplastica (70% Inzea F38 e 30% Inzea FH05)	1994_fatturazione		
25-000598	25LD01424	2025-06-27	ALBEA90 - GRUPPO COLUSSI		25LD00247-Panbauletto Bianco (olio EVO) L4085 TMC 24/03/25 - DATI INCARTO: fornitore SCEA BIS043100, lotto 2735/24	1994_fatturazione		
25-000598	25LD01425	2025-06-27	ALBEA90 - GRUPPO COLUSSI		25LD00248-Pancarrè Bianco L4035 TMC 19/03/25 DATI INCARTO: fornitore SIT BIS011740, lotto 6019610020	1994_fatturazione		
25-000599	25LD01426	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1602DM	4h 100°C + 10gg/40°C	ex campione 25LD01223
25-000599	25LD01426	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1607DM	4h 100°C + 10gg/40°C	ex campione 25LD01223
25-000599	25LD01426	2025-07-28	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1604DM	1h 130°C + 10gg/40°C	ex campione 25LD01223
25-000600	25LD01427	2025-07-28	ECOL STUDIO SPA		25LD04115	1460CNT		refertare solo CAS101-68-8
25-000600	25LD01427	2025-07-28	ECOL STUDIO SPA		25LD04115	6168CNT		
25-000601	25LD01429	2025-07-22	ICIS S.P.A.		Astucci Orogel Aromi surgelati articolo IORO7102/H ordine cliente 4500097253 	6127PCART_JRC		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1705CART_EXT		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1701CART_EXT		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1656A_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1656B_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1656C_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1656D_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1660A_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1660B_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1660C_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1660D_EXT		procedura A
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1132F		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1014FRF		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1390FR		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1236FR		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	1502FRF_EXT		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.	Carta@FR@Pura@AllSub@TUTTI@Colorato@Freddo	COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	4002		
25-000602	25LD01430	2025-07-28	ICIS S.P.A.		COLLAR KMS EGG  K3> 4/0 + VAR WAT  , COLLAR KMS EGG  K3> 4/0 + VAR WAT  + HOT	6178	10gg 60°C	O-NORM A 1123:2017-08
25-000603	25LD01431	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (double application) /external transparent lacquer	1123SQ		
25-000603	25LD01431	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (double application) /external transparent lacquer	1124SQ		
25-000603	25LD01431	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (double application) /external transparent lacquer	1125	10gg 60°C	
25-000603	25LD01432	2025-07-18	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (double application) /external transparent lacquer	3014		
25-000603	25LD01433	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (single application) /raw external	1123SQ		
25-000603	25LD01433	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (single application) /raw external	1124SQ		
25-000603	25LD01433	2025-07-25	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (single application) /raw external	1125	10gg 60°C	
25-000603	25LD01434	2025-07-18	ASA SAN MARINO S.P.A.		blanks with Internal surface Gold 045 (single application) /raw external	3014		
25-000603	25LD01435	2025-07-25	ASA SAN MARINO S.P.A.		printed blanks with external transparent  thermal lacquer 112A /raw external	1123SQ		
25-000603	25LD01435	2025-07-25	ASA SAN MARINO S.P.A.		printed blanks with external transparent  thermal lacquer 112A /raw external	1124SQ		
25-000603	25LD01435	2025-07-25	ASA SAN MARINO S.P.A.		printed blanks with external transparent  thermal lacquer 112A /raw external	1125		10gg 60°C
25-000603	25LD01436	2025-07-18	ASA SAN MARINO S.P.A.		printed blanks with external transparent  thermal lacquer 112A /raw external	3014		
25-000604	25LD01437	2025-07-15	ECOL STUDIO SPA		25LD02766	1121SQ_estericiclici_E95	10gg 60°C etanolo al 95%	Contatto mediante cella lato lucido” (non abbiamo l’etichetta che segnala il lato) - Ex campione 25LD001035
25-000605	25LD01438	2025-07-28	ECOL STUDIO SPA		25LD03276	1127SQE95	determinazione solo per ESI Negative	
25-000605	25LD01439	2025-07-28	ECOL STUDIO SPA		25LD03279	1127SQE95	determinazione solo per ESI Negative	
25-000605	25LD01440	2025-07-28	ECOL STUDIO SPA		25LD03280	1127SQE95		
25-000606	25LD01441	2025-07-23	LIETPAK UAB		Unknown material	1123SQ		"Restituire se l'analisi non si può effettuare - NOTA per lab: RT in inglese_x000D_
dalle foto sembra sfrido di lavorazione, salvate in cartella cliente."
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1607UE	10gg 40°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1501B	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1030PD1_EXT	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1207PD1	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1381D1	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1473D1	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	1502B	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	6015B	10gg 60°C	Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	6049CNT		Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000607	25LD01442	2025-07-28	POLYKEG SRL		Dischetto POM (Sabic 905) + TPE (HT9488)	6050CNT		Valutare se possibile ricalcolo - integrazione arrivata il 03/07/2025
25-000608	25LD01443	2025-07-28	GUALA PACK S.P.A		Laminato prodotto da COIM per validazione adesivo SF787A + CA336	1501B	1h 100°C + 10gg 60°C	
25-000608	25LD01443	2025-07-28	GUALA PACK S.P.A		Laminato prodotto da COIM per validazione adesivo SF787A + CA336	1502B	1h 100°C + 10gg 60°C	
25-000609	25LD01444	2025-07-28	ALUCART SPA		MONOCOMPONENTE SOLVENT-LESS 580	1501B	10gg 60°C	
25-000609	25LD01444	2025-07-28	ALUCART SPA		MONOCOMPONENTE SOLVENT-LESS 580	1502B	10gg 60°C	
25-000609	25LD01445	2025-07-24	ALUCART SPA		MONOCOMPONENTE SOLVENT-LESS 581	1501B	2h 70°C	
25-000610	25LD01446	2025-07-28	PLASTOTECNICA S.P.A.		Lotto Plastotecnica: PR25014861 Specifica Plastotecnica: FLA- SPS0009 film neutro, base PE e additivi (erucammide, antiblocking, antiossidanti e aiuto di processo pfas free). Spessore 105µm, densità=0,930 g/cm3. Specifica asimmetrica, destinata a laminazione (lato trattato corona) e confezionamento di alimenti.	1601UE	single side - 10gg 40°C	
25-000610	25LD01446	2025-07-28	PLASTOTECNICA S.P.A.		Lotto Plastotecnica: PR25014861 Specifica Plastotecnica: FLA- SPS0009 film neutro, base PE e additivi (erucammide, antiblocking, antiossidanti e aiuto di processo pfas free). Spessore 105µm, densità=0,930 g/cm3. Specifica asimmetrica, destinata a laminazione (lato trattato corona) e confezionamento di alimenti.	1602UE	single side - 10gg 40°C	
25-000610	25LD01446	2025-07-28	PLASTOTECNICA S.P.A.		Lotto Plastotecnica: PR25014861 Specifica Plastotecnica: FLA- SPS0009 film neutro, base PE e additivi (erucammide, antiblocking, antiossidanti e aiuto di processo pfas free). Spessore 105µm, densità=0,930 g/cm3. Specifica asimmetrica, destinata a laminazione (lato trattato corona) e confezionamento di alimenti.	1604UE	single side - 10gg 40°C	
